seq_idx	Date	Location	PANGO	Nextstrain	MutationCount	NCount	GapCount
30631	None	Japan	B.1.1.284	20B	17	0	1
30632	None	Japan	B.1.1.284	20B	18	0	1
30633	None	Japan	B.1.1.284	20B	17	0	1
30634	None	Japan	B.1.1.284	20B	18	0	1
30635	None	Japan	B.1.1.284	20B	18	0	1
30636	None	Japan	B.1.1.284	20B	18	0	1
30637	None	Japan	B.1.1.284	20B	17	0	1
30638	None	Japan	B.1.1.214	20B	14	0	1
30639	None	Japan	B.1.1.284	20B	16	0	1
30640	None	Japan	B.1.1.214	20B	17	0	1
30641	None	Japan	B.1.1.214	20B	18	0	1
30642	None	Japan	B.1.1.214	20B	18	0	1
30643	None	Japan	B.1.1.214	20B	17	0	1
30644	None	Japan	B.1.1.214	20B	14	0	1
30645	None	Japan	B.1.1.214	20B	18	0	1
30646	None	Japan	B.1.1.214	20B	18	0	1
30647	None	Japan	B.1.1.214	20B	18	0	1
30648	None	Japan	B.1.1.214	20B	19	0	1
30649	None	Japan	B.1.1.214	20B	18	0	1
30650	None	Japan	B.1.1.214	20B	18	0	1
30651	None	Japan	B.1.1.214	20B	18	0	1
30652	None	Japan	B.1.1.284	20B	22	0	1
30653	None	Japan	B.1.1.214	20B	13	0	1
30654	None	Japan	B.1.1.214	20B	14	0	1
30655	None	Japan	B.1.1.214	20B	16	0	1
30656	None	Japan	B.1.1.214	20B	14	0	1
30657	None	Japan	B.1.1.214	20B	14	0	1
30658	None	Japan	B.1.1.214	20B	17	0	1
30659	None	Japan	B.1.1.214	20B	16	0	1
30660	None	Japan	B.1.1.214	20B	13	0	1
30661	None	Japan	B.1.1.214	20B	14	0	1
30662	None	Japan	B.1.1.214	20B	15	0	1
30663	None	Japan	B.1.1.214	20B	16	0	1
30664	None	Japan	B.1.1.214	20B	15	0	1
30665	None	Japan	B.1.1.214	20B	15	0	1
30666	None	Japan	B.1.1.214	20B	16	0	1
30667	None	Japan	B.1.1.214	20B	14	0	1
30668	None	Japan	B.1.1.284	20B	16	0	1
30669	None	Japan	B.1.1.214	20B	17	0	1
30670	None	Japan	B.1.1.214	20B	17	0	1
30671	None	Japan	B.1.1.214	20B	15	0	1
30672	None	Japan	B.1.1.284	20B	20	0	1
30673	None	Japan	B.1.1.214	20B	16	0	1
30674	None	Japan	B.1.1.214	20B	14	0	1
30675	None	Japan	B.1.1.214	20B	17	0	1
30676	None	Japan	B.1.1.214	20B	17	0	1
30677	None	Japan	B.1.1.214	20B	19	0	1
30678	None	Japan	B.1.1.214	20B	15	0	1
30679	None	Japan	B.1.1.214	20B	17	0	1
30680	None	Japan	B.1.1.214	20B	16	0	1
30681	None	Japan	B.1.1.214	20B	18	0	1
30682	None	Japan	B.1.1.214	20B	23	0	1
30683	None	Japan	B.1.1.214	20B	16	0	1
30684	None	Japan	B.1.1.214	20B	14	0	1
30685	None	Japan	B.1.1.214	20B	20	0	1
30686	None	Japan	B.1.1.214	20B	18	0	1
30687	None	Japan	B.1.1.214	20B	20	0	1
30688	None	Japan	B.1.1.214	20B	18	0	1
30689	None	Japan	B.1.1.214	20B	15	0	1
30690	None	Japan	B.1.1.214	20B	15	0	1
30691	None	Japan	B.1.1.214	20B	15	0	1
30692	None	Japan	B.1.1.214	20B	17	0	1
30693	None	Japan	B.1.1.214	20B	15	0	1
30694	None	Japan	B.1.1.214	20B	20	0	1
30695	None	Japan	B.1.1.214	20B	15	0	1
30696	None	Japan	B.1.1.214	20B	15	0	1
30697	None	Japan	B.1.1.214	20B	15	0	1
30698	None	Japan	B.1.1.214	20B	16	0	1
30699	None	Japan	B.1.1.214	20B	16	0	1
30700	None	Japan	B.1.1.214	20B	17	0	1
30701	None	Japan	B.1.1.214	20B	16	0	1
30702	None	Japan	B.1.1.214	20B	15	0	1
30703	None	Japan	B.1.1.214	20B	16	0	1
30704	None	Japan	B.1.1.214	20B	16	0	1
30705	None	Japan	B.1.1.214	20B	15	0	1
30706	None	Japan	B.1.1.214	20B	16	0	1
30707	None	Japan	B.1.1.214	20B	16	0	1
30708	None	Japan	B.1.1.214	20B	16	0	1
30709	None	Japan	B.1.1.214	20B	15	0	1
30710	None	Japan	B.1.1.214	20B	15	0	1
30711	None	Japan	B.1.1.214	20B	15	0	1
30712	None	Japan	B.1.1.214	20B	15	0	1
30713	None	Japan	B.1.1.214	20B	15	0	1
30714	None	Japan	B.1.1.214	20B	16	0	1
30715	None	Japan	B.1.1.214	20B	18	0	1
30716	None	Japan	B.1.1.214	20B	18	0	1
30717	None	Japan	B.1.1.217	20B	18	0	1
30718	None	Japan	B.1.1.214	20B	17	0	1
30719	None	Japan	B.1.1.214	20B	17	0	1
30720	None	Japan	B.1.1.217	20B	18	0	1
30721	None	Japan	B.1.1.217	20B	18	0	1
30722	None	Japan	B.1.1.214	20B	17	0	1
30723	None	Japan	B.1.1.214	20B	17	0	1
30724	None	Japan	B.1.1.214	20B	18	0	1
30725	None	Japan	B.1.1.214	20B	17	0	1
30726	None	Japan	B.1.1.214	20B	17	0	1
30727	None	Japan	B.1.1.214	20B	16	0	1
30728	None	Japan	B.1.1.214	20B	17	0	1
30729	None	Japan	B.1.1.214	20B	17	0	1
30730	None	Japan	B.1.1.214	20B	18	0	1
30731	None	Japan	B.1.1.214	20B	18	0	1
30732	None	Japan	B.1.1.214	20B	18	0	1
30733	None	Japan	B.1.1.214	20B	18	0	1
30734	None	Japan	B.1.1.214	20B	18	0	1
30735	None	Japan	B.1.1.214	20B	16	0	1
30736	None	Japan	B.1.1.214	20B	15	0	1
30737	None	Japan	B.1.1.214	20B	15	0	1
30738	None	Japan	B.1.1.214	20B	16	0	1
30739	None	Japan	B.1.1.214	20B	14	0	1
30740	None	Japan	B.1.1.214	20B	17	0	1
30741	None	Japan	B.1.1.214	20B	15	0	1
30742	None	Japan	B.1.1.214	20B	15	0	1
30743	None	Japan	B.1.1.214	20B	14	0	1
30744	None	Japan	B.1.1.214	20B	15	0	1
30745	None	Japan	B.1.1.214	20B	15	0	1
30746	None	Japan	B.1.1.214	20B	15	0	1
30747	None	Japan	B.1.1.214	20B	19	0	1
30748	None	Japan	B.1.1.214	20B	18	0	1
30749	None	Japan	B.1.1.214	20B	18	0	1
30750	None	Japan	B.1.1.214	20B	18	0	1
30751	None	Japan	B.1.1.214	20B	18	0	1
30752	None	Japan	B.1.1.214	20B	18	0	1
30753	None	Japan	B.1.1.214	20B	17	0	1
30754	None	Japan	B.1.1.214	20B	17	0	1
30755	None	Japan	B.1.1.214	20B	17	0	1
30756	None	Japan	B.1.1.214	20B	20	0	1
30757	None	Japan	B.1.1.284	20B	21	0	1
30758	None	Japan	B.1.1.214	20B	13	0	1
30759	None	Japan	B.1.1.214	20B	13	0	1
30760	None	Japan	B.1.1.214	20B	14	0	1
30761	None	Japan	B.1.1.214	20B	14	0	1
30762	None	Japan	B.1.1.214	20B	12	0	1
30763	None	Japan	B.1.1.214	20B	12	0	1
30764	None	Japan	B.1.1.214	20B	14	0	1
30765	None	Japan	B.1.1.214	20B	12	0	1
30766	None	Japan	B.1.1.214	20B	13	0	1
30767	None	Japan	B.1.1.214	20B	12	0	1
30768	None	Japan	B.1.1.214	20B	12	0	1
30769	None	Japan	B.1.1.214	20B	17	0	1
30770	None	Japan	B.1.1.214	20B	17	0	1
30771	None	Japan	B.1.1.214	20B	17	0	1
30772	None	Japan	B.1.1.214	20B	18	0	1
30773	None	Japan	B.1.1.214	20B	17	0	1
30774	None	Japan	B.1.1.214	20B	18	0	1
30775	None	Japan	B.1.1.214	20B	17	0	1
30776	None	Japan	B.1.1.214	20B	17	0	1
30777	None	Japan	B.1.1.214	20B	17	0	1
30778	None	Japan	B.1.1.214	20B	19	0	1
30779	None	Japan	B.1.1.214	20B	17	0	1
30780	None	Japan	B.1.1	20B	18	0	1
30781	None	Japan	B.1.1.214	20B	18	0	1
30782	None	Japan	B.1.1	20B	17	0	1
30783	None	Japan	B.1.1.214	20B	17	0	1
30784	None	Japan	B.1.1	20B	17	0	1
30785	None	Japan	B.1.1.214	20B	19	0	1
30786	None	Japan	B.1.1.214	20B	18	0	1
30787	None	Japan	B.1.1	20B	18	0	1
30788	None	Japan	B.1.1	20B	18	0	1
30789	None	Japan	B.1.1.214	20B	18	0	1
30790	None	Japan	B.1.1.214	20B	17	0	1
30791	None	Japan	B.1.1.214	20B	13	0	1
30792	None	Japan	B.1.1.214	20B	13	0	1
30793	None	Japan	B.1.1.214	20B	12	0	1
30794	None	Japan	B.1.1	20B	16	0	1
30795	None	Japan	B.1.1.214	20B	12	0	1
30796	None	Japan	B.1.1.232	20B	13	0	1
30797	None	Japan	B.1.1.214	20B	13	0	1
30798	None	Japan	B.1.1.214	20B	12	0	1
30799	None	Japan	B.1.1.214	20B	12	0	1
30800	None	Japan	B.1.1.214	20B	12	0	1
30801	None	Japan	B.1.1.284	20B	20	0	1
30802	None	Japan	B.1.1.214	20B	14	0	1
30803	None	Japan	B.1.1.214	20B	12	0	1
30804	None	Japan	B.1.1.214	20B	15	0	1
30805	None	Japan	B.1.1.214	20B	12	0	1
30806	None	Japan	B.1.1.214	20B	18	0	1
30807	None	Japan	B.1.1	20B	17	0	1
30808	None	Japan	B.1.1.214	20B	12	0	1
30809	None	Japan	B.1.1.214	20B	12	0	1
30810	None	Japan	B.1.1.214	20B	17	0	1
30811	None	Japan	B.1.1.214	20B	17	0	1
30812	None	Japan	B.1.1.214	20B	18	0	1
30813	None	Japan	B.1.1.214	20B	12	0	1
30814	None	Japan	B.1.1.214	20B	12	0	1
30815	None	Japan	B.1.1.214	20B	15	0	1
30816	None	Japan	B.1.1.214	20B	16	0	1
30817	None	Japan	B.1.1.214	20B	16	0	1
30818	None	Japan	B.1.1.214	20B	16	0	1
30819	None	Japan	B.1.1.284	20B	16	0	1
30820	None	Japan	B.1.1.284	20B	16	0	1
30821	None	Japan	B.1.1.214	20B	15	0	1
30822	None	Japan	B.1.1.284	20B	16	0	1
30823	None	Japan	B.1.1.214	20B	18	0	1
30824	None	Japan	B.1.1.214	20B	16	0	1
30825	None	Japan	B.1.1.214	20B	15	0	1
30826	None	Japan	B.1.1.214	20B	15	0	1
30827	None	Japan	B.1.1.284	20B	17	0	1
30828	None	Japan	B.1.1.284	20B	15	0	1
30829	None	Japan	B.1.1.284	20B	15	0	1
30830	None	Japan	B.1.1.284	20B	15	0	1
30831	None	Japan	B.1.1.214	20B	15	0	1
30832	None	Japan	B.1.1.284	20B	15	0	1
30833	None	Japan	B.1.1.284	20B	16	0	1
30834	None	Japan	B.1.1.284	20B	15	0	1
30835	None	Japan	B.1.1.284	20B	16	0	1
30836	None	Japan	B.1.1.214	20B	16	0	1
30837	None	Japan	B.1.1.214	20B	20	0	1
30838	None	Japan	B.1.1.214	20B	19	0	1
30839	None	Japan	B.1.1.214	20B	19	0	1
30840	None	Japan	B.1.1.214	20B	19	0	1
30841	None	Japan	B.1.1.214	20B	20	0	1
30842	None	Japan	B.1.1.214	20B	20	0	1
30843	None	Japan	B.1.1.214	20B	19	0	1
30844	None	Japan	B.1.1.214	20B	20	0	1
30845	None	Japan	B.1.1.214	20B	20	0	1
30846	None	Japan	B.1.1.214	20B	19	0	1
30847	None	Japan	B.1.1.214	20B	19	0	1
30848	None	Japan	B.1.1.214	20B	19	0	1
30849	None	Japan	B.1.1.214	20B	20	0	1
30850	None	Japan	B.1.1.214	20B	20	0	1
30851	None	Japan	B.1.1.214	20B	19	0	1
30852	None	Japan	B.1.1.214	20B	20	0	1
30853	None	Japan	B.1.1.214	20B	20	0	1
30854	None	Japan	B.1.1.214	20B	20	0	1
30855	None	Japan	B.1.1.214	20B	19	0	1
30856	None	Japan	B.1.1.214	20B	21	0	1
30857	None	Japan	B.1.1.214	20B	19	0	1
30858	None	Japan	B.1.1.214	20B	21	0	1
30859	None	Japan	B.1.1.214	20B	20	0	1
30860	None	Japan	B.1.1.214	20B	19	0	1
30861	None	Japan	B.1.1.214	20B	21	0	1
30862	None	Japan	B.1.1.214	20B	20	0	1
30863	None	Japan	B.1.1.214	20B	19	0	1
30864	None	Japan	B.1.1.214	20B	20	0	1
30865	None	Japan	B.1.1	20B	18	0	1
30866	None	Japan	B.1.1.214	20B	19	0	1
30867	None	Japan	B.1.1.214	20B	19	0	1
30868	None	Japan	B.1.1.214	20B	20	0	32
30869	None	Japan	B.1.1.214	20B	19	0	1
30870	None	Japan	B.1.1.214	20B	19	0	1
30871	None	Japan	B.1.1.214	20B	21	0	1
30872	None	Japan	B.1.1.214	20B	19	0	1
30873	None	Japan	B.1.1	20B	21	0	1
30874	None	Japan	B.1.1.214	20B	18	0	1
30875	None	Japan	B.1.1.214	20B	18	0	1
30876	None	Japan	B.1.1.214	20B	16	0	1
30877	None	Japan	B.1.1.214	20B	16	0	1
30878	None	Japan	B.1.1.214	20B	16	0	1
30879	None	Japan	B.1.1.214	20B	19	0	1
30880	None	Japan	B.1.1.214	20B	16	0	1
30881	None	Japan	B.1.1	20B	20	0	1
30882	None	Japan	B.1.1	20B	20	0	1
30883	None	Japan	B.1.1	20B	20	0	1
30884	None	Japan	B.1.1.214	20B	16	0	1
30885	None	Japan	B.1.1.214	20B	14	0	1
30886	None	Japan	B.1.1.214	20B	16	0	1
30887	None	Japan	B.1.1.214	20B	17	0	1
30888	None	Japan	B.1.1.214	20B	15	0	1
30889	None	Japan	B.1.1.214	20B	16	0	1
30890	None	Japan	B.1.1.214	20B	21	0	1
30891	None	Japan	B.1.1	20B	20	0	1
30892	None	Japan	B.1.1.284	20B	18	0	1
30893	None	Japan	B.1.1.214	20B	17	0	1
30894	None	Japan	B.1.1.214	20B	17	0	1
30895	None	Japan	B.1.1.214	20B	16	0	1
30896	None	Japan	B.1.1.214	20B	18	0	1
30897	None	Japan	B.1.1.214	20B	18	0	1
30898	None	Japan	B.1.1.214	20B	23	0	1
30899	None	Japan	B.1.1.284	20B	17	0	1
30900	None	Japan	B.1.1.214	20B	15	0	7
30901	None	Japan	B.1.1.214	20B	22	0	1
30902	None	Japan	B.1.1.214	20B	20	0	1
30903	None	Japan	B.1.1.214	20B	20	0	1
30904	None	Japan	B.1.1.214	20B	18	0	1
30905	None	Japan	B.1.1.214	20B	17	0	1
30906	None	Japan	B.1.1.214	20B	20	0	1
30907	None	Japan	B.1.1.214	20B	17	0	1
30908	None	Japan	B.1.1.214	20B	15	0	1
30909	None	Japan	B.1.1.214	20B	17	0	1
30910	None	Japan	B.1.1.284	20B	15	0	1
30911	None	Japan	B.1.1.214	20B	20	0	1
30912	None	Japan	B.1.1.214	20B	18	0	1
30913	None	Japan	B.1.1.214	20B	18	0	1
30914	None	Japan	B.1.1.214	20B	19	0	1
30915	None	Japan	B.1.1.214	20B	13	0	1
30916	None	Japan	B.1.1.284	20B	14	0	1
30917	None	Japan	B.1.1.214	20B	13	0	1
30918	None	Japan	B.1.1.214	20B	11	0	1
30919	None	Japan	B.1.1.284	20B	14	0	1
30920	None	Japan	B.1.1.214	20B	12	0	1
30921	None	Japan	B.1.1.284	20B	15	0	1
30922	None	Japan	B.1.1.284	20B	16	0	1
30923	None	Japan	B.1.1.284	20B	15	0	1
30924	None	Japan	B.1.1.284	20B	15	0	1
30925	None	Japan	B.1.1.284	20B	15	0	1
30926	None	Japan	B.1.1.284	20B	16	0	1
30927	None	Japan	B.1.1.284	20B	13	0	1
30928	None	Japan	B.1.1.214	20B	11	0	1
30929	None	Japan	B.1.1.284	20B	15	0	1
30930	None	Japan	B.1.1.214	20B	14	0	1
30931	None	Japan	B.1.1.214	20B	12	0	1
30932	None	Japan	B.1.1.214	20B	12	0	1
30933	None	Japan	B.1.1.284	20B	13	0	1
30934	None	Japan	B.1.1.214	20B	14	0	1
30935	None	Japan	B.1.1.284	20B	16	0	1
30936	None	Japan	B.1.1.284	20B	14	0	1
30937	None	Japan	B.1.1.284	20B	14	0	1
30938	None	Japan	B.1.1.284	20B	15	0	1
30939	None	Japan	B.1.1.214	20B	11	0	1
30940	None	Japan	B.1.1.284	20B	16	0	1
30941	None	Japan	B.1.1.214	20B	12	0	1
30942	None	Japan	B.1.1.214	20B	14	0	1
30943	None	Japan	B.1.1.214	20B	13	0	1
30944	None	Japan	B.1.1.214	20B	14	0	1
30945	None	Japan	B.1.1.214	20B	13	0	1
30946	None	Japan	B.1.1.214	20B	12	0	1
30947	None	Japan	B.1.1.214	20B	12	0	1
30948	None	Japan	B.1.1.214	20B	14	0	1
30949	None	Japan	B.1.1.214	20B	11	0	1
30950	None	Japan	B.1.1.214	20B	15	0	1
30951	None	Japan	B.1.1.214	20B	11	0	1
30952	None	Japan	B.1.1.214	20B	12	0	1
30953	None	Japan	B.1.1.214	20B	12	0	1
30954	None	Japan	B.1.1.214	20B	12	0	1
30955	None	Japan	B.1.1.214	20B	11	0	1
30956	None	Japan	B.1.1.214	20B	13	0	1
30957	None	Japan	B.1.1.214	20B	12	0	1
30958	None	Japan	B.1.1.214	20B	13	0	1
30959	None	Japan	B.1.1.214	20B	14	0	1
30960	None	Japan	B.1.1.214	20B	13	0	1
30961	None	Japan	B.1.1.214	20B	11	0	1
30962	None	Japan	B.1.1.214	20B	13	0	1
30963	None	Japan	B.1.1.214	20B	14	0	1
30964	None	Japan	B.1.1.284	20B	17	0	1
30965	None	Japan	B.1.1.284	20B	17	0	1
30966	None	Japan	B.1.1.214	20B	13	0	1
30967	None	Japan	B.1.1.214	20B	13	0	1
30968	None	Japan	B.1.1.214	20B	14	0	1
30969	None	Japan	B.1.1.214	20B	11	0	1
30970	None	Japan	B.1.1.214	20B	13	0	1
30971	None	Japan	B.1.1.214	20B	14	0	1
30972	None	Japan	B.1.1.214	20B	13	0	1
30973	None	Japan	B.1.1.214	20B	15	0	1
30974	None	Japan	B.1.1.214	20B	14	0	2
30975	None	Japan	B.1.1.214	20B	14	0	1
30976	None	Japan	B.1.1.214	20B	14	0	1
30977	None	Japan	B.1.1.214	20B	12	0	1
30978	None	Japan	B.1.1.284	20B	16	0	1
30979	None	Japan	B.1.1.284	20B	20	0	1
30980	None	Japan	B.1.1.214	20B	12	0	1
30981	None	Japan	B.1.1.284	20B	14	0	1
30982	None	Japan	B.1.1.214	20B	15	0	1
30983	None	Japan	B.1.1.214	20B	12	0	1
30984	None	Japan	B.1.1.214	20B	12	0	1
30985	None	Japan	B.1.1.284	20B	16	0	1
30986	None	Japan	B.1.1.284	20B	15	0	1
30987	None	Japan	B.1.1.214	20B	13	0	1
30988	None	Japan	B.1.1.214	20B	12	0	1
30989	None	Japan	B.1.1.214	20B	14	0	1
30990	None	Japan	B.1.1.284	20B	14	0	1
30991	None	Japan	B.1.1.214	20B	13	0	1
30992	None	Japan	B.1.1.284	20B	16	0	1
30993	None	Japan	B.1.1.214	20B	14	0	1
30994	None	Japan	B.1.1.214	20B	13	0	1
30995	None	Japan	B.1.1.214	20B	14	0	1
30996	None	Japan	B.1.1.214	20B	14	0	1
30997	None	Japan	B.1.1.214	20B	14	0	1
30998	None	Japan	B.1.1.214	20B	13	0	1
30999	None	Japan	B.1.1.284	20B	16	0	1
31000	None	Japan	B.1.1.284	20B	16	0	1
31001	None	Japan	B.1.1.284	20B	17	0	1
31002	None	Japan	B.1.1.284	20B	15	0	1
31003	None	Japan	B.1.1.214	20B	13	0	1
31004	None	Japan	B.1.1.284	20B	15	0	1
31005	None	Japan	B.1.1.284	20B	13	0	1
31006	None	Japan	B.1.1.284	20B	14	0	1
31007	None	Japan	B.1.1.284	20B	16	0	1
31008	None	Japan	B.1.1.214	20B	19	0	265
31009	None	Japan	B.1.1.214	20B	12	0	1
31010	None	Japan	B.1.1.214	20B	15	0	1
31011	None	Japan	B.1.1.284	20B	18	0	1
31012	None	Japan	B.1.1.214	20B	13	0	1
31013	None	Japan	B.1.1.214	20B	15	0	1
31014	None	Japan	B.1.1.284	20B	14	0	1
31015	None	Japan	B.1.1.214	20B	13	0	1
31016	None	Japan	B.1.1.214	20B	14	0	1
31017	None	Japan	B.1.1.214	20B	14	0	1
31018	None	Japan	B.1.1.214	20B	15	0	1
31019	None	Japan	B.1.1.214	20B	13	0	1
31020	None	Japan	B.1.1.214	20B	12	0	1
31021	None	Japan	B.1.1.214	20B	13	0	1
31022	None	Japan	B.1.1.214	20B	13	0	1
31023	None	Japan	B.1.1.214	20B	13	0	1
31024	None	Japan	B.1.1.284	20B	16	0	1
31025	None	Japan	B.1.1.214	20B	14	0	1
31026	None	Japan	B.1.1.214	20B	14	0	1
31027	None	Japan	B.1.1.214	20B	13	0	1
31028	None	Japan	B.1.1.214	20B	13	0	1
31029	None	Japan	B.1.1.214	20B	13	0	1
31030	None	Japan	B.1.1.214	20B	13	0	1
31031	None	Japan	B.1.1.214	20B	15	0	1
31032	None	Japan	B.1.1.284	20B	15	0	1
31033	None	Japan	B.1.1.284	20B	15	0	1
31034	None	Japan	B.1.1.214	20B	12	0	1
31035	None	Japan	B.1.1.214	20B	13	0	1
31036	None	Japan	B.1.1.214	20B	12	0	1
31037	None	Japan	B.1.1.214	20B	15	0	1
31038	None	Japan	B.1.1.214	20B	14	0	1
31039	None	Japan	B.1.1.214	20B	14	0	1
31040	None	Japan	B.1.1.284	20B	14	0	1
31041	None	Japan	B.1.1.214	20B	13	0	1
31042	None	Japan	B.1.1.214	20B	14	0	1
31043	None	Japan	B.1.1.214	20B	13	0	1
31044	None	Japan	B.1.1.214	20B	14	0	1
31045	None	Japan	B.1.1.284	20B	16	0	1
31046	None	Japan	B.1.1.214	20B	15	0	1
31047	None	Japan	B.1.1.214	20B	13	0	1
31048	None	Japan	B.1.1.214	20B	14	0	1
31049	None	Japan	B.1.1.214	20B	13	0	1
31050	None	Japan	B.1.1.214	20B	15	0	1
31051	None	Japan	B.1.1.214	20B	16	0	1
31052	None	Japan	B.1.1.214	20B	18	0	1
31053	None	Japan	B.1.1.214	20B	16	0	1
31054	None	Japan	B.1.1.214	20B	16	0	1
31055	None	Japan	B.1.1.214	20B	14	0	1
31056	None	Japan	B.1.1.284	20B	16	0	1
31057	None	Japan	B.1.1.284	20B	20	0	1
31058	None	Japan	B.1.1.214	20B	14	0	1
31059	None	Japan	B.1.1	20B	19	0	1
31060	None	Japan	B.1.1.214	20B	16	0	1
31061	None	Japan	B.1.1.214	20B	15	0	1
31062	None	Japan	B.1.1.284	20B	14	0	1
31063	None	Japan	B.1.1.214	20B	14	0	1
31064	None	Japan	B.1.1.214	20B	15	0	1
31065	None	Japan	B.1.1.214	20B	15	0	1
31066	None	Japan	B.1.1.214	20B	14	0	1
31067	None	Japan	B.1.1.214	20B	17	0	1
31068	None	Japan	B.1.1.214	20B	16	0	1
31069	None	Japan	B.1.1.214	20B	15	0	1
31070	None	Japan	B.1.1.284	20B	16	0	1
31071	None	Japan	B.1.1.214	20B	15	0	1
31072	None	Japan	B.1.1.214	20B	16	0	1
31073	None	Japan	B.1.1.214	20B	12	0	1
31074	None	Japan	B.1.1.214	20B	12	0	1
31075	None	Japan	B.1.1.214	20B	14	0	1
31076	None	Japan	B.1.1.214	20B	14	0	1
31077	None	Japan	B.1.1.284	20B	15	0	1
31078	None	Japan	B.1.1.214	20B	12	0	1
31079	None	Japan	B.1.1.214	20B	15	0	1
31080	None	Japan	B.1.1.214	20B	12	0	1
31081	None	Japan	B.1.1.214	20B	14	0	1
31082	None	Japan	B.1.1.214	20B	16	0	1
31083	None	Japan	B.1.1.214	20B	14	0	1
31084	None	Japan	B.1.1.284	20B	15	0	1
31085	None	Japan	B.1.1.214	20B	15	0	1
31086	None	Japan	B.1.1.284	20B	14	0	1
31087	None	Japan	B.1.1.214	20B	12	0	1
31088	None	Japan	B.1.1.214	20B	16	0	1
31089	None	Japan	B.1.1.214	20B	12	0	1
31090	None	Japan	B.1.1.284	20B	18	0	1
31091	None	Japan	B.1.1.284	20B	15	0	1
31092	None	Japan	B.1.1.214	20B	15	0	1
31093	None	Japan	B.1.1.214	20B	17	0	1
31094	None	Japan	B.1.1.284	20B	16	0	1
31095	None	Japan	B.1.1.214	20B	15	0	1
31096	None	Japan	B.1.1.214	20B	19	0	1
31097	None	Japan	B.1.1.214	20B	16	0	1
31098	None	Japan	B.1.1.214	20B	16	0	1
31099	None	Japan	B.1.1.214	20B	16	0	1
31100	None	Japan	B.1.1.214	20B	12	0	1
31101	None	Japan	B.1.1.214	20B	15	0	1
31102	None	Japan	B.1.1.214	20B	17	0	1
31103	None	Japan	B.1.1.284	20B	16	0	1
31104	None	Japan	B.1.1.284	20B	16	0	1
31105	None	Japan	B.1.1.214	20B	16	0	1
31106	None	Japan	B.1.1.214	20B	17	0	1
31107	None	Japan	B.1.1.214	20B	16	0	1
31108	None	Japan	B.1.1.214	20B	18	0	1
31109	None	Japan	B.1.1.214	20B	15	0	1
31110	None	Japan	B.1.1.214	20B	17	0	1
31111	None	Japan	B.1.1.214	20B	17	0	1
31112	None	Japan	B.1.1.214	20B	14	0	1
31113	None	Japan	B.1.1.214	20B	16	0	1
31114	None	Japan	B.1.1.214	20B	16	0	1
31115	None	Japan	B.1.1.214	20B	17	0	1
31116	None	Japan	B.1.1.214	20B	15	0	1
31117	None	Japan	B.1.1.214	20B	15	0	1
31118	None	Japan	B.1.1.214	20B	15	0	1
31119	None	Japan	B.1.1.214	20B	15	0	1
31120	None	Japan	B.1.1.284	20B	15	0	1
31121	None	Japan	B.1.1.284	20B	15	0	1
31122	None	Japan	B.1.1.214	20B	18	0	1
31123	None	Japan	B.1.1.214	20B	15	0	1
31124	None	Japan	B.1.1.214	20B	18	0	1
31125	None	Japan	B.1.1.214	20B	17	0	1
31126	None	Japan	B.1.1.214	20B	16	0	1
31127	None	Japan	B.1.1.214	20B	17	0	1
31128	None	Japan	B.1.1.214	20B	16	0	1
31129	None	Japan	B.1.1.214	20B	18	0	1
31130	None	Japan	B.1.1.214	20B	18	0	1
31131	None	Japan	B.1.1.214	20B	15	0	1
31132	None	Japan	B.1.1.214	20B	18	0	1
31133	None	Japan	B.1.1.214	20B	14	0	1
31134	None	Japan	B.1.1.284	20B	18	0	1
31135	None	Japan	B.1.1.214	20B	16	0	1
31136	None	Japan	B.1.1.214	20B	21	0	1
31137	None	Japan	B.1.1.214	20B	18	0	1
31138	None	Japan	B.1.1.214	20B	15	0	1
31139	None	Japan	B.1.1.214	20B	18	0	1
31140	None	Japan	B.1.1.214	20B	15	0	1
31141	None	Japan	B.1.1.214	20B	16	0	1
31142	None	Japan	B.1.1.214	20B	19	0	1
31143	None	Japan	B.1.1.214	20B	17	0	1
31144	None	Japan	B.1.1.214	20B	16	0	1
31145	None	Japan	B.1.1.214	20B	16	0	1
31146	None	Japan	B.1.1.214	20B	15	0	1
31147	None	Japan	B.1.1.214	20B	15	0	1
31148	None	Japan	B.1.1.214	20B	18	0	1
31149	None	Japan	B.1.1.214	20B	18	0	1
31150	None	Japan	B.1.1.214	20B	14	0	1
31151	None	Japan	B.1.1.214	20B	17	0	1
31152	None	Japan	B.1.1.214	20B	16	0	1
31153	None	Japan	B.1.1.214	20B	17	0	1
31154	None	Japan	B.1.1.214	20B	18	0	1
31155	None	Japan	B.1.1.214	20B	18	0	1
31156	None	Japan	B.1.1.214	20B	19	0	1
31157	None	Japan	B.1.1.214	20B	18	0	1
31158	None	Japan	B.1.1.214	20B	17	0	1
31159	None	Japan	B.1.1.214	20B	15	0	1
31160	None	Japan	B.1.1.214	20B	18	0	1
31161	None	Japan	B.1.1.214	20B	15	0	1
31162	None	Japan	B.1.1.214	20B	20	0	1
31163	None	Japan	B.1.1.214	20B	17	0	1
31164	None	Japan	B.1.1.214	20B	16	0	1
31165	None	Japan	B.1.1.214	20B	19	0	1
31166	None	Japan	B.1.1.214	20B	16	0	1
31167	None	Japan	B.1.1.214	20B	15	0	1
31168	None	Japan	B.1.1.214	20B	19	0	1
